,id,message,original,genre,Priority
20702,24059,working together canadian red cross american red cross providing water supplies environmentally safe sanitation systems households kajhu including ismet s,,news,1
20703,24060,similar clinical manifestations much lower case fatality rate deaths reported people chronic health conditions,,news,1
20704,24061,key developments including opening air bridge spanning malaysia banda aceh would allow large quantities supplies equipment downloaded malaysia brought sumatra,,news,1
20705,24062,others put infighting within ranks pro government forces,,news,3
20706,24063,cyclone victims rebuilding homes collecting rainwater foreign aid workers slowly spread out,,news,2
20707,24064,order reach international markets trade liberalization made sense,,news,1
20708,24065,critics point somalia august perfect representative democracy,,news,1
20709,24066,secretary traveling east asia discuss bilateral issues well regional problem north korea s nuclear weapons program,,news,1
20710,24067,itu also put standby qualcomm deployable base station qdbs reliable responsive complete cellular system designed enable vital wireless communications aimed strengthening response recovery mechanisms disaster zone,,news,1
20711,24068,programme also vaccinated children pneumococcal diseases administered oral rehydration salts children diarrhoea dispensed chlorine water treatment offered nutritional supplements regular free follow up visits health worker,,news,1
20712,24069,buhari s progressives congress apc supports new system means curbing voter fraud marred previous elections,,news,1
20713,24070,x litre containers clean water,,news,2
